product_id,license_number,license_year,chinese_name,english_name,dosage_form_raw,dosage_form_normalized,route_raw,route_normalized,application_site,action_scope,suppository_inclusion_evidence,indication_raw,indication_normalized,therapeutic_class,license_status,license_expiry_date,applicant,manufacturer,source_id,verified_at,processing_status
supp_0087,衛署藥製字第026501號,1982,''長安''汝佳陰道錠１００毫克（邁可那挫）,ZOOZEAN VAGINAL TABLETS 100MG (MICONAZOLE),陰道錠,vaginal_tablet,,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=; product names=''長安''汝佳陰道錠１００毫克（邁可那挫） / ZOOZEAN VAGINAL TABLETS 100MG (MICONAZOLE). Inclusion determined from dosage form and route/name signals, not indication alone.",念珠菌性陰道炎、感染性白帶及其他具有感受性病原體所引起之感染症,念珠菌性陰道炎、感染性白帶及其他具有感受性病原體所引起之感染症,antifungal,active,2028/12/31,長安化學工業股份有限公司,長安化學工業股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0088,衛署藥製字第026563號,1982,"""皇佳"" 婦淨喜陰道錠２００公絲（克摧瑪汝）",FASTIN VAGINAL TABLETS 200MG (CLOTRIMAZOLE),陰道錠,vaginal_tablet,,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=; product names=""皇佳"" 婦淨喜陰道錠２００公絲（克摧瑪汝） / FASTIN VAGINAL TABLETS 200MG (CLOTRIMAZOLE). Inclusion determined from dosage form and route/name signals, not indication alone.",治療念珠菌屬、陰道滴蟲屬、串狀釀母菌屬及細菌混合感染引起的陰道炎、白帶,治療念珠菌屬、陰道滴蟲屬、串狀釀母菌屬及細菌混合感染引起的陰道炎、白帶,antifungal,active,2028/11/19,皇佳化學製藥股份有限公司,皇佳化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0089,衛署藥製字第026747號,1983,“培力”阿西他栓劑１００毫克,ACETA SUPPOSITORY 100MG“P.L.”,栓劑,rectal_suppository,發燒或需要時使用，若症狀持續，則每4~6小時可重複使用，每24小時內不可超過5次。成人每次4~8顆，12歲以上適用成人劑量；6歲以上未滿12歲，每次2~4顆；3歲以上未滿6歲，每次1~2顆；3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。初次應使用最小建議劑量，再視症狀增減用量。本藥不得剝半使用。,rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=發燒或需要時使用，若症狀持續，則每4~6小時可重複使用，每24小時內不可超過5次。成人每次4~8顆，12歲以上適用成人劑量；6歲以上未滿12歲，每次2~4顆；3歲以上未滿6歲，每次1~2顆；3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。初次應使用最小建議劑量，再視症狀增減用量。本藥不得剝半使用。; product names=“培力”阿西他栓劑１００毫克 / ACETA SUPPOSITORY 100MG“P.L.”. Inclusion determined from dosage form and route/name signals, not indication alone.",退燒、止痛〈緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛〉。,退燒、止痛〈緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛〉。,antipyretic_analgesic,active,2029/01/11,培力藥品工業股份有限公司,培力藥品工業股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0090,衛署藥製字第034061號,1991,"""瑞安"" 愛膚健陰道錠100毫克（艾索那挫）","ISOGEN VAG. TABLET 100MG (ISOCONAZOLE) ""PURZER""",陰道錠,vaginal_tablet,,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=; product names=""瑞安"" 愛膚健陰道錠100毫克（艾索那挫） / ISOGEN VAG. TABLET 100MG (ISOCONAZOLE) ""PURZER"". Inclusion determined from dosage form and route/name signals, not indication alone.",陰道黴菌感染包括與革蘭氏陽性細菌的混合感染。,陰道黴菌感染包括與革蘭氏陽性細菌的混合感染。,antifungal,active,2031/06/11,瑞安大藥廠股份有限公司,優良化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0091,衛署藥製字第047029號,2005,"""培力"" 宜痔平栓劑","POSULINE SUPPOSITORIES ""P.L.""",栓劑,rectal_suppository,,rectal,rectal,local,"TFDA dosage form=栓劑; approved use=; product names=""培力"" 宜痔平栓劑 / POSULINE SUPPOSITORIES ""P.L."". Inclusion determined from dosage form and route/name signals, not indication alone.",痔瘡及肛門直腸裂隙和破裂所引起之疼痛、出血、搔癢及發炎。,痔瘡及肛門直腸裂隙和破裂所引起之疼痛、出血、搔癢及發炎。,hemorrhoid; local_anesthetic,active,2030/02/16,培力藥品工業股份有限公司,培力藥品工業股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0092,衛署藥輸字第024954號,2009,保能痔栓劑,Borraginol-A Suppositories,栓劑,rectal_suppository,詳情請參照仿單。,rectal,rectal,local,"TFDA dosage form=栓劑; approved use=詳情請參照仿單。; product names=保能痔栓劑 / Borraginol-A Suppositories. Inclusion determined from dosage form and route/name signals, not indication alone.",緩解因痔瘡所引起的疼痛、灼熱、搔癢、腫脹、痔出血。,緩解因痔瘡所引起的疼痛、灼熱、搔癢、腫脹、痔出血。,hemorrhoid; local_anesthetic; anti_inflammatory_local,active,2029/01/08,台灣曼秀雷敦股份有限公司,AMATO PHARMACEUTICAL PRODUCTS LTD.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0093,衛署藥製字第000642號,1972,熱妙栓劑,ZAMIN SUPPOSITORIES,栓劑,rectal_suppository,發燒或需要時服用，若症狀持續，則每4~6小時可重複使用，每24小時內不可超過5次。成人每次1顆，12歲以上適用成人劑量。本藥不得剝半使用。,rectal,rectal,unclear,"TFDA dosage form=栓劑; approved use=發燒或需要時服用，若症狀持續，則每4~6小時可重複使用，每24小時內不可超過5次。成人每次1顆，12歲以上適用成人劑量。本藥不得剝半使用。; product names=熱妙栓劑 / ZAMIN SUPPOSITORIES. Inclusion determined from dosage form and route/name signals, not indication alone.",退燒、止痛（緩解關節痛、神經痛、頭痛、牙痛、咽喉痛、肌肉酸痛、月經痛）,退燒、止痛（緩解關節痛、神經痛、頭痛、牙痛、咽喉痛、肌肉酸痛、月經痛）,other_rectal,active,2030/02/02,永信藥品工業股份有限公司,永信藥品工業股份有限公司台中幼獅廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0094,衛署藥製字第013722號,1977,“大豐”滅菌佳得陰道栓劑250毫克,"Metrocide Vaginal Suppositories 250mg ""T.F.""",栓劑,vaginal_suppository,,intravaginal,vaginal,local,"TFDA dosage form=栓劑; approved use=; product names=“大豐”滅菌佳得陰道栓劑250毫克 / Metrocide Vaginal Suppositories 250mg ""T.F."". Inclusion determined from dosage form and route/name signals, not indication alone.",陰道滴蟲感染所引起之陰道炎,陰道滴蟲感染所引起之陰道炎,antibacterial; antiprotozoal; combination,active,2028/05/25,大豐製藥股份有限公司,大豐製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0095,衛署藥製字第034764號,1992,"""華興""待可芬栓劑12.5公絲(待克菲那)","DICLOFEN SUPPOSITORIES 12.5MG (DICLOFENAC)""H.S""",栓劑,rectal_suppository,成人：建議起始劑量為每日100-150mg。症狀較輕或長期治療時，每日投予75-100mg即足夠。每日總劑量應分2-3次使用。為避免夜間疼痛及早晨僵硬症狀，日間以錠劑治療外，可於睡前補充一粒栓劑(至每日最大劑量150mg)。兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2mg/kg體重，分2-3次使用。幼年型風濕性關節炎的治療可提高至3mg/kg體重分次使用。栓劑50mg及75mg不建議使用於孩童。,rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=成人：建議起始劑量為每日100-150mg。症狀較輕或長期治療時，每日投予75-100mg即足夠。每日總劑量應分2-3次使用。為避免夜間疼痛及早晨僵硬症狀，日間以錠劑治療外，可於睡前補充一粒栓劑(至每日最大劑量150mg)。兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2mg/kg體重，分2-3次使用。幼年型風濕性關節炎的治療可提高至3mg/kg體重分次使用。栓劑50mg及75mg不建議使用於孩童。; product names=""華興""待可芬栓劑12.5公絲(待克菲那) / DICLOFEN SUPPOSITORIES 12.5MG (DICLOFENAC)""H.S"". Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2027/01/07,華興化學製藥廠股份有限公司,大豐製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0096,衛署藥製字第034978號,2012,〝達德士〞敵克炎栓劑12.5毫克,"DICLOPHEN SUPPOSITORY 12.5MG (DICLOFENAC) ""DTS""",栓劑,rectal_suppository,"本藥須由醫師處方使用。
為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。
成人：每日最大劑量不建議大於100 mg。症狀較輕或長期治療時，每日投
予75-100 mg 即足夠。每日總劑量應分2-3 次使用。為避免夜間疼痛及早晨僵硬
症狀，日間以錠劑治療外，可於睡前補充一粒栓劑。
兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2 mg/kg 體重，分2-3
次使用。幼年型風濕性關節炎的治療可提高至3 mg/kg 體重分次使用。
栓劑50 mg 及75 mg 不建議使用於孩童。",rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=本藥須由醫師處方使用。
為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。
成人：每日最大劑量不建議大於100 mg。症狀較輕或長期治療時，每日投
予75-100 mg 即足夠。每日總劑量應分2-3 次使用。為避免夜間疼痛及早晨僵硬
症狀，日間以錠劑治療外，可於睡前補充一粒栓劑。
兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2 mg/kg 體重，分2-3
次使用。幼年型風濕性關節炎的治療可提高至3 mg/kg 體重分次使用。
栓劑50 mg 及75 mg 不建議使用於孩童。; product names=〝達德士〞敵克炎栓劑12.5毫克 / DICLOPHEN SUPPOSITORY 12.5MG (DICLOFENAC) ""DTS"". Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2027/08/21,達德士藥品有限公司,衛達化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0097,衛署藥製字第034980號,2012,"""達德士""敵克炎栓劑２５毫克","DICLOPHEN SUPPOSITORY 25MG ""DTS""",栓劑,rectal_suppository,"本藥須由醫師處方使用。
為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。
成人：每日最大劑量不建議大於100 mg。症狀較輕或長期治療時，每日投
予75-100 mg 即足夠。每日總劑量應分2-3 次使用。為避免夜間疼痛及早晨僵硬症狀，日間以錠劑治療外，可於睡前補充一粒栓劑。
兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2 mg/kg 體重，分2-3
次使用。幼年型風濕性關節炎的治療可提高至3 mg/kg 體重分次使用。
栓劑50 mg 及75 mg 不建議使用於孩童。",rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=本藥須由醫師處方使用。
為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。
成人：每日最大劑量不建議大於100 mg。症狀較輕或長期治療時，每日投
予75-100 mg 即足夠。每日總劑量應分2-3 次使用。為避免夜間疼痛及早晨僵硬症狀，日間以錠劑治療外，可於睡前補充一粒栓劑。
兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2 mg/kg 體重，分2-3
次使用。幼年型風濕性關節炎的治療可提高至3 mg/kg 體重分次使用。
栓劑50 mg 及75 mg 不建議使用於孩童。; product names=""達德士""敵克炎栓劑２５毫克 / DICLOPHEN SUPPOSITORY 25MG ""DTS"". Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2027/09/06,達德士藥品有限公司,衛達化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0098,衛署藥製字第047611號,2005,舒伯痔栓劑,Subodyl Suppositories,栓劑,rectal_suppository,詳見仿單。,rectal,rectal,local,"TFDA dosage form=栓劑; approved use=詳見仿單。; product names=舒伯痔栓劑 / Subodyl Suppositories. Inclusion determined from dosage form and route/name signals, not indication alone.",痔瘡及肛門直腸裂隙和破裂所引起之疼痛、出血、搔癢及發炎。,痔瘡及肛門直腸裂隙和破裂所引起之疼痛、出血、搔癢及發炎。,hemorrhoid; local_anesthetic,active,2030/10/31,東竹藥品股份有限公司,明德製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0099,衛署藥輸字第018215號,2014,普洛舒定－益二型陰道錠,PROSTIN E2 VAGINAL TABLETS,陰道錠,vaginal_tablet,,intravaginal,vaginal,unclear,"TFDA dosage form=陰道錠; approved use=; product names=普洛舒定－益二型陰道錠 / PROSTIN E2 VAGINAL TABLETS. Inclusion determined from dosage form and route/name signals, not indication alone.",對經產婦或順產婦之引產有效,對經產婦或順產婦之引產有效,other_vaginal,active,2029/09/05,輝瑞大藥廠股份有限公司,久裕企業股份有限公司(委託包裝),tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0100,衛署藥輸字第019327號,2017,歐適達陰道栓劑０．５公絲,OVESTIN VAGINAL SUPPOSITORIES 0.5MG,陰道錠,vaginal_tablet,,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=; product names=歐適達陰道栓劑０．５公絲 / OVESTIN VAGINAL SUPPOSITORIES 0.5MG. Inclusion determined from dosage form and route/name signals, not indication alone.",陰道炎、子宮頸管炎及子宮膣部糜爛。,陰道炎、子宮頸管炎及子宮膣部糜爛。,hormone,active,2027/06/24,安沛國際有限公司,UNITHER INDUSTRIES,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0101,衛部藥製字第060477號,2020,"""大豐""樂樂陰道錠200毫克","Lo-Lo Vaginal Tablets 200mg ""T.F.""",陰道錠,vaginal_tablet,請詳見仿單,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=請詳見仿單; product names=""大豐""樂樂陰道錠200毫克 / Lo-Lo Vaginal Tablets 200mg ""T.F."". Inclusion determined from dosage form and route/name signals, not indication alone.",治療陰道念珠菌屬、陰道滴蟲屬、串狀釀母菌屬及細菌混和感染引起的陰道炎、白帶。,治療陰道念珠菌屬、陰道滴蟲屬、串狀釀母菌屬及細菌混和感染引起的陰道炎、白帶。,antifungal,active,2030/04/14,大豐製藥股份有限公司,大豐製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0102,衛部藥製字第060478號,2020,"""大豐""樂樂陰道錠100毫克","Lo-Lo Vaginal Tablets 100mg ""T.F.""",陰道錠,vaginal_tablet,請詳見仿單,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=請詳見仿單; product names=""大豐""樂樂陰道錠100毫克 / Lo-Lo Vaginal Tablets 100mg ""T.F."". Inclusion determined from dosage form and route/name signals, not indication alone.",治療陰道念珠菌和滴蟲所引之陰道感染。,治療陰道念珠菌和滴蟲所引之陰道感染。,antifungal,active,2030/04/14,大豐製藥股份有限公司,大豐製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0103,衛署藥製字第031176號,1988,非炎栓劑25毫克(待克菲那),VOREN SUPOSITORIES 25MG (DICLOFENAC),栓劑,rectal_suppository,為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。 成人：每日最大劑量不建議大於100 mg。症狀較輕或長期治療時，每日投 予75-100 mg 即足夠。每日總劑量應分2-3 次使用。為避免夜間疼痛及早晨僵硬 症狀，日間以錠劑治療外，可於睡前補充一粒栓劑。 兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2 mg/kg 體重，分2-3 次使用。幼年型風濕性關節炎的治療可提高至3 mg/kg 體重分次使用。 栓劑50 mg 及75 mg 不建議使用於孩童。,rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。 成人：每日最大劑量不建議大於100 mg。症狀較輕或長期治療時，每日投 予75-100 mg 即足夠。每日總劑量應分2-3 次使用。為避免夜間疼痛及早晨僵硬 症狀，日間以錠劑治療外，可於睡前補充一粒栓劑。 兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2 mg/kg 體重，分2-3 次使用。幼年型風濕性關節炎的治療可提高至3 mg/kg 體重分次使用。 栓劑50 mg 及75 mg 不建議使用於孩童。; product names=非炎栓劑25毫克(待克菲那) / VOREN SUPOSITORIES 25MG (DICLOFENAC). Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2028/12/30,永信藥品工業股份有限公司,永信藥品工業股份有限公司台中幼獅廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0104,衛署藥製字第032267號,1990,"""汎生""克催瑪汝陰道錠５００毫克（克催瑪汝）","CLOTRIMAZOLE VAG. TAB. (CLOTRIMAZOLE) ""PANBIOTIC""",陰道錠,vaginal_tablet,一般成人劑量：睡前放置一錠於陰道深處(限於未懷孕者)。,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=一般成人劑量：睡前放置一錠於陰道深處(限於未懷孕者)。; product names=""汎生""克催瑪汝陰道錠５００毫克（克催瑪汝） / CLOTRIMAZOLE VAG. TAB. (CLOTRIMAZOLE) ""PANBIOTIC"". Inclusion determined from dosage form and route/name signals, not indication alone.",由黴菌（數念珠球菌毛滴蟲屬）所引起之白帶、陰道炎,由黴菌（數念珠球菌毛滴蟲屬）所引起之白帶、陰道炎,antifungal,active,2030/03/06,臺灣汎生製藥廠股份有限公司,臺灣汎生製藥廠股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0105,衛署藥製字第042341號,1998,"""培力""莫吐栓劑１０毫克（多普利杜）","MOTOU SUPPOSITORIES 10MG ""P.L."" (DOMPERIDONE)",栓劑,rectal_suppository,"成人及12歲以上體重大於35kg之青少年；1次10-30mg，每日最多2次。
12歲以下兒童及12歲以上體重小於35kg之青少年；1次10mg，每日最多3次。",rectal,rectal,unclear,"TFDA dosage form=栓劑; approved use=成人及12歲以上體重大於35kg之青少年；1次10-30mg，每日最多2次。
12歲以下兒童及12歲以上體重小於35kg之青少年；1次10mg，每日最多3次。; product names=""培力""莫吐栓劑１０毫克（多普利杜） / MOTOU SUPPOSITORIES 10MG ""P.L."" (DOMPERIDONE). Inclusion determined from dosage form and route/name signals, not indication alone.","無法口服情況下,用於噁心,嘔吐的症狀治療,糖尿病引起的胃腸蠕動異常","無法口服情況下,用於噁心,嘔吐的症狀治療,糖尿病引起的胃腸蠕動異常",other_rectal,active,2028/06/09,培力藥品工業股份有限公司,培力藥品工業股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0106,衛署藥製字第042629號,1998,"""大豐"" 滅菌佳得陰道栓劑500毫克","METROCIDE VAGINAL SUPPOSITORIES 500MG ""T.F.""",栓劑,vaginal_suppository,,intravaginal,vaginal,local,"TFDA dosage form=栓劑; approved use=; product names=""大豐"" 滅菌佳得陰道栓劑500毫克 / METROCIDE VAGINAL SUPPOSITORIES 500MG ""T.F."". Inclusion determined from dosage form and route/name signals, not indication alone.",陰道滴蟲感染所引起之陰道炎。,陰道滴蟲感染所引起之陰道炎。,antibacterial; antiprotozoal; combination,active,2028/10/28,大豐製藥股份有限公司,大豐製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0107,衛署藥製字第043899號,2000,"""華興"" 膣潔陰道錠５００公絲（硝基甲嘧唑乙醇）","VAZOLE VAGINAL TABLETS 500MG ""H.S.""",陰道錠,vaginal_tablet,,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=; product names=""華興"" 膣潔陰道錠５００公絲（硝基甲嘧唑乙醇） / VAZOLE VAGINAL TABLETS 500MG ""H.S."". Inclusion determined from dosage form and route/name signals, not indication alone.",陰道滴蟲感染所引起之陰道炎。,陰道滴蟲感染所引起之陰道炎。,antibacterial; antiprotozoal; combination,active,2030/08/02,華興化學製藥廠股份有限公司,華興化學製藥廠股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0108,衛署藥製字第044039號,2000,柔潔陰道錠１００公絲〝應元〞,"ZOLGEN VAGINAL TABLETS 100MG ""Y.Y.""",陰道錠,vaginal_tablet,,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=; product names=柔潔陰道錠１００公絲〝應元〞 / ZOLGEN VAGINAL TABLETS 100MG ""Y.Y."". Inclusion determined from dosage form and route/name signals, not indication alone.",陰道黴菌感染，包括與革蘭氏陽性細菌的混合感染。,陰道黴菌感染，包括與革蘭氏陽性細菌的混合感染。,antifungal,active,2030/10/19,應元化學製藥股份有限公司,應元化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0109,衛部藥製字第061572號,2024,"""衛達""可挫黴陰道栓劑200毫克","Clotrimax Vaginal Suppositories 200mg ""Weidar""",陰道栓劑,vaginal_suppository,詳見仿單,intravaginal,vaginal,local,"TFDA dosage form=陰道栓劑; approved use=詳見仿單; product names=""衛達""可挫黴陰道栓劑200毫克 / Clotrimax Vaginal Suppositories 200mg ""Weidar"". Inclusion determined from dosage form and route/name signals, not indication alone.",因念珠菌及滴蟲屬等引起之感染症：如白帶、陰道炎及會陰炎。,因念珠菌及滴蟲屬等引起之感染症：如白帶、陰道炎及會陰炎。,antifungal,active,2029/01/19,衛達化學製藥股份有限公司,衛達化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0110,衛署藥製字第046258號,2004,"""明德"" 痔妥栓劑","JETOO SUPPOSITORIES ""MEIDER""",栓劑,rectal_suppository,,rectal,rectal,local,"TFDA dosage form=栓劑; approved use=; product names=""明德"" 痔妥栓劑 / JETOO SUPPOSITORIES ""MEIDER"". Inclusion determined from dosage form and route/name signals, not indication alone.",下列症狀之緩和：內痔、外痔、肛門裂傷、脫肛、痔出血、肛門溼疹、肛門搔癢。,下列症狀之緩和：內痔、外痔、肛門裂傷、脫肛、痔出血、肛門溼疹、肛門搔癢。,hemorrhoid; local_anesthetic; anti_inflammatory_local,active,2029/05/04,明德製藥股份有限公司,明德製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0111,衛署藥製字第047875號,2006,婦保淨陰道栓劑,FUBODYL Vaginal Suppositories,陰道栓劑,vaginal_suppository,如仿單,intravaginal,vaginal,local,"TFDA dosage form=陰道栓劑; approved use=如仿單; product names=婦保淨陰道栓劑 / FUBODYL Vaginal Suppositories. Inclusion determined from dosage form and route/name signals, not indication alone.",子宮頸糜爛、子宮頸炎(含由毛滴蟲及念珠菌引起者)，陰道炎、白帶。,子宮頸糜爛、子宮頸炎(含由毛滴蟲及念珠菌引起者)，陰道炎、白帶。,antiseptic,active,2031/03/08,明德製藥股份有限公司,明德製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0112,衛署藥製字第047893號,2006,艾娣陰道栓劑,ATYL Vaginal suppositories,陰道栓劑,vaginal_suppository,詳見仿單,intravaginal,vaginal,local,"TFDA dosage form=陰道栓劑; approved use=詳見仿單; product names=艾娣陰道栓劑 / ATYL Vaginal suppositories. Inclusion determined from dosage form and route/name signals, not indication alone.",子宮頸糜爛、白帶、陰道炎、子宮頸炎(含由毛滴蟲及念珠菌引起者)。,子宮頸糜爛、白帶、陰道炎、子宮頸炎(含由毛滴蟲及念珠菌引起者)。,antiseptic,active,2031/03/16,東竹藥品股份有限公司,明德製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0113,衛署藥製字第027233號,1983,"""派頓""勝碘陰道栓劑２００毫克（普威隆碘）","SAINT-IODINE VAGINAL SUPPOSITORIES 200MG ""PATRON"" (POVIDONE-IODINE)",栓劑,vaginal_suppository,,intravaginal,vaginal,local,"TFDA dosage form=栓劑; approved use=; product names=""派頓""勝碘陰道栓劑２００毫克（普威隆碘） / SAINT-IODINE VAGINAL SUPPOSITORIES 200MG ""PATRON"" (POVIDONE-IODINE). Inclusion determined from dosage form and route/name signals, not indication alone.",輕度陰道刺激，搔癢及疼腫之緩解。,輕度陰道刺激，搔癢及疼腫之緩解。,antiseptic,active,2029/07/18,臺灣派頓化學製藥股份有限公司,臺灣派頓化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0114,衛署藥製字第027557號,1984,"""生達"" 速淨陰道錠１０萬單位（耐絲菌素）","STATIN VAGINAL TABLETS 100000 UNITS ""STANDARD"" (NYSTATIN)",外用錠劑,vaginal_suppository,,intravaginal,vaginal,local,"TFDA dosage form=外用錠劑; approved use=; product names=""生達"" 速淨陰道錠１０萬單位（耐絲菌素） / STATIN VAGINAL TABLETS 100000 UNITS ""STANDARD"" (NYSTATIN). Inclusion determined from dosage form and route/name signals, not indication alone.",陰道念珠菌感染症,陰道念珠菌感染症,antifungal,active,2030/02/10,生達化學製藥股份有限公司,生達化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0115,衛署藥製字第029213號,1986,"""大豐""抗黴菌陰道栓劑150毫克","Fungicidon Vaginal Suppositories 150mg ""T.F.""",栓劑,vaginal_suppository,,intravaginal,vaginal,local,"TFDA dosage form=栓劑; approved use=; product names=""大豐""抗黴菌陰道栓劑150毫克 / Fungicidon Vaginal Suppositories 150mg ""T.F."". Inclusion determined from dosage form and route/name signals, not indication alone.",黴菌所引起之陰道感染症、念珠菌感染之婦女陰道炎、與伴有革蘭氏陽性菌感染之女陰道炎,黴菌所引起之陰道感染症、念珠菌感染之婦女陰道炎、與伴有革蘭氏陽性菌感染之女陰道炎,antifungal,active,2029/05/25,大豐製藥股份有限公司,大豐製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0116,衛署藥製字第029222號,1986,能百鎮栓劑５００公絲（那普洛先）,NAPOSIN SUPPOSITORIES 500MG (NAPROXEN),栓劑,rectal_suppository,,rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=; product names=能百鎮栓劑５００公絲（那普洛先） / NAPOSIN SUPPOSITORIES 500MG (NAPROXEN). Inclusion determined from dosage form and route/name signals, not indication alone.",鎮痛、消炎,鎮痛、消炎,anti_inflammatory_systemic,active,2028/10/15,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
